Fecha;Actividad;Espcificacion;Tiempo;Personas Involucradas
23/11/2020;Comer,Café;;01:22:23;
23/11/2020;Facultad;Resumir ASI;02:06:34;
23/11/2020;Desarrollo Trading Algoritmico;;00:09:35;
23/11/2020;Comer;;01:54:33;
23/11/2020;Facultad;Resumir ASI;02:03:26;
23/11/2020;Desarrollo Trading Algoritmico;;01:02:03;
23/11/2020;Facultad;Resumir ASI;01:18:17;
24/11/2020;Comer;;01:17:24;
24/11/2020;Dormir;;07:28:47;
24/11/2020;Facultad;Resumir ASI;00:25:40;
24/11/2020;Comer;;00:40:08;
24/11/2020;Facultad;Resumir ASI;01:36:48;
24/11/2020;Desarrollo Trading Algoritmico;;00:19:39;
24/11/2020;Comer;;01:01:56;
24/11/2020;Desarrollo Trading Algoritmico;;01:54:57;
24/11/2020;Facultad;Resumir ASI;01:16:31;
24/11/2020;Ejercicio;;01:32:38;
24/11/2020;Comer;;00:08:29;
24/11/2020;Facultad;Resumir ASI;00:16:50;
24/11/2020;Comer;;01:10:39;
24/11/2020;Dormir;;08:28:54;
25/11/2020;Comer;;01:27:23;
25/11/2020;Facultad ;Resumir ASI;01:34:29;
25/11/2020;Comer;;01:15:16;
25/11/2020;Facultad;Resumir ASI;03:47:30;
25/11/2020;Comer;;00:35:01;
25/11/2020;Desarrollo Trading Algoritmico;;01:05:17;
26/11/2020;Comer;;01:42:42;
26/11/2020;Dormir;;08:30:00;
26/11/2020;Comer;;01:05:19;
26/11/2020;Facultad;Resumir ASI;01:53:22;
26/11/2020;Desarrollo Trading Algoritmico;;00:10:00;
26/11/2020;Comer;;00:45:47;
26/11/2020;Desarrollo Trading Algoritmico;;01:16:00;
26/11/2020;Facultad;Resumir ASI;02:10:05;
26/11/2020;Ejercicio,Comer;;01:51:12;
26/11/2020;Facultad;Resumir ASI;00:53:33;
27/11/2020;Comer;;01:34:23;
27/11/2020;Dormir;;08:19:22;
27/11/2020;Comer;;01:10:00;
27/11/2020;Facultad;Resumir ASI;00:45:00;
27/11/2020;Facultad;Resumir ASI;01:17:36;
27/11/2020;Comer,Café;;01:09:47;
27/11/2020;Facultad;Resumir ASI;01:51:18;
27/11/2020;Desarrollo Trading Algoritmico;;01:31:22;
27/11/2020;Facultad;Resumir ASI;00:45:38;
27/11/2020;Jueguitos;;00:25:33;
27/11/2020;Comer;;01:18:12;
28/11/2020;Desarrollo Trading Algoritmico;;00:17:13;
28/11/2020;Dormir;;07:50:30;
28/11/2020;Comer;;01:11:00;
28/11/2020;Facultad;Resumir ASI;01:59:38;
28/11/2020;Jueguitos;;00:17:28;
28/11/2020;Desarrollo Trading Algoritmico;;00:35:00;
28/11/2020;Comer;;00:29:50;
28/11/2020;Desarrollo Trading Algoritmico;;01:28:11;
28/11/2020;Facultad;Resumir ASI;02:00:03;
28/11/2020;Comer;;01:01:10;
28/11/2020;Facultad;Resumir ASI;01:34:35;
29/11/2020;Comer,Serie;;01:48:53;
29/11/2020;Dormir;;08:08:00;
29/11/2020;Café;;00:10:44;
29/11/2020;Facultad;Resumir ASI;01:34:17;
29/11/2020;Comer;;00:29:51;
29/11/2020;Facultad;Resumir ASI;00:45:52;
29/11/2020;Comer;;00:54:05;
29/11/2020;Jueguitos;;00:14:41;
29/11/2020;Facultad;Resumir ASI;01:17:53;
29/11/2020;Comer;;00:20:06;
29/11/2020;Facultad;Resumir ASI;02:03:55;
29/11/2020;Facultad;Resumir ASI;00:19:39;
29/11/2020;Desarrollo Trading Algoritmico;;01:05:09;
29/11/2020;Comer;;00:27:09;
29/11/2020;Desarrollo Trading Algoritmico;;00:44:53;
30/11/2020;Alimentación gatos,Orden y Limpieza;;00:42:49;
30/11/2020;Dormir;;07:26:12;
30/11/2020;Comer;;00:46:51;
30/11/2020;Facultad;Resumir ASI;01:34:52;
30/11/2020;Comer;;01:22:18;
30/11/2020;Facultad;Final ASI;02:32:22;
30/11/2020;Facultad;Final ASI;00:25:36;
30/11/2020;Desarrollo Trading Algoritmico;;01:41:00;
30/11/2020;Desarrollo Trading Algoritmico;;00:08:26;
30/11/2020;Comer;;00:26:00;
30/11/2020;Desarrollo Trading Algoritmico;;02:46:47;
30/11/2020;Comer;;00:58:28;
01/12/2020;Dormir;;08:45:00;
01/12/2020;Desarrollo Trading Algoritmico;;00:22:06;
01/12/2020;Facultad;Resumir AED;00:52:09;
01/12/2020;Buscar paquete MercadoLibre;;00:22:39;
01/12/2020;Facultad;Resumir AED;00:43:16;
01/12/2020;Comer;;01:00:00;
01/12/2020;Facultad;Resumir AED;02:01:32;
01/12/2020;Ejercicio,Comer,Café;;02:26:01;
01/12/2020;Facultad;Resumir AED;01:00:05;
01/12/2020;Comer;;00:50:02;
02/12/2020;Facultad;Resumir AED;00:33:27;
02/12/2020;Dormir;;08:31:27;
02/12/2020;Comer;;00:42:00;
02/12/2020;Facultad;Resumir AED,Practicar AED;01:52:01;
02/12/2020;Jueguitos;;00:07:30;
02/12/2020;Comer;;00:49:00;
02/12/2020;Jueguitos;;00:56:04;
02/12/2020;Facultad;Examén Final PPR;00:38:35;
02/12/2020;Facultad;Resumir AED,Practicar AED;04:30:38;
02/12/2020;Comer;;00:26:36;
02/12/2020;Facultad;Resumir AED;00:12:00;
03/12/2020;Dormir;;07:32:48;
03/12/2020;Facultad;Exámen Final AED;06:35:23;
03/12/2020;Jueguitos;;00:19:55;
03/12/2020;Baño;;00:20:46;
03/12/2020;Desarrollo Trading Algoritmico;;02:33:07;
03/12/2020;Comer;;00:46:14;
03/12/2020;Desarrollo Trading Algoritmico;;01:45:11;
03/12/2020;Comer;;00:34:04;
04/12/2020;Desarrollo Trading Algoritmico;;00:51:55;
04/12/2020;Dormir;;09:27:05;
04/12/2020;Estudio Estadística;;01:52:29;
04/12/2020;Comer;;01:10:45;
04/12/2020;Desarrollo Trading Algoritmico;;03:04:44;
04/12/2020;Comer,Poner a punto pc de Sarmiento;;01:37:21;
04/12/2020;Desarrollo Trading Algoritmico;;01:16:46;
04/12/2020;Ejercicio;;00:37:56;
04/12/2020;Desarrollo Trading Algoritmico;;00:14:15;
05/12/2020;Comer;;01:09:50;
05/12/2020;Desarrollo Trading Algoritmico;;00:15:08;
05/12/2020;Dormir;;08:05:41;
05/12/2020;Café,Charla madre;;00:17:00;
05/12/2020;Programas y Actualizaciones;;02:52:17;
05/12/2020;Desarrollo Trading Algoritmico;;00:17:26;
05/12/2020;Comer,Cocinar,Orden y Limpieza;Huevos fritos;01:50:02;
05/12/2020;Desarrollo Trading Algoritmico,Finanzas;;02:45:21;
05/12/2020;Comer;;00:36:53;
05/12/2020;Desarrollo Trading Algoritmico;;02:59:35;
05/12/2020;Comer;;00:33:19;
06/12/2020;Desarrollo Trading Algoritmico;;00:29:19;
06/12/2020;Dormir;;08:15:00;
06/12/2020;Desarrollo Trading Algoritmico;;03:27:25;
06/12/2020;Comer;;00:40:00;
06/12/2020;Desarrollo Trading Algoritmico;;01:17:21;
06/12/2020;Ejercicio ;;01:26:34;
06/12/2020;Desarrollo Trading Algoritmico;;00:32:52;
06/12/2020;Desarrollo Trading Algoritmico;;00:18:00;
06/12/2020;Comer;;01:06:49;
06/12/2020;Desarrollo Trading Algoritmico;;02:06:28;
06/12/2020;Desarrollo Trading Algoritmico;;00:19:08;
07/12/2020;Dormir;;07:36:32;
07/12/2020;Café;;00:09:12;
07/12/2020;Facultad;Resumir ASI,Practicar ASI;01:51:50;
07/12/2020;Comer;;01:00:50;
07/12/2020;Facultad;Resumir ASI;02:15:55;
07/12/2020;Comer;;01:03:22;
07/12/2020;Facultad;Resumir ASI;01:40:08;
07/12/2020;Estudio Finanzas Cuantitativas;;01:08:10;
08/12/2020;Comer;;00:45:00;
08/12/2020;Estudio Finanzas Cuantitativas;;00:10:47;
08/12/2020;Dormir;;07:40:00;
08/12/2020;Facultad;Resumir ASI;01:04:01;
08/12/2020;Comer;;00:46:47;
08/12/2020;Facultad;Practicar ASI;00:45:45;
08/12/2020;Estudio Estadistica;;00:35:44;
08/12/2020;Jueguitos;;00:16:22;
08/12/2020;Comer,Estudio Estadística;;01:26:19;
08/12/2020;Baño;;00:33:03;
08/12/2020;Facultad;Resumir ASI;03:01:21;
08/12/2020;Desarrollo Trading Algoritmico;;00:16:00;
08/12/2020;Comer;;01:00:00;
09/12/2020;Dormir;;07:54:07;
09/12/2020;Café;;00:22:03;
09/12/2020;Facultad;;01:49:32;
09/12/2020;Alcraneo;Llamada franco;00:33:03;
09/12/2020;Comer;;00:54:23;
09/12/2020;Facultad;Resumir ASI;01:53:32;
09/12/2020;Estudio Estadística;;00:38:27;
09/12/2020;Baño,Comer;;00:30:10;
09/12/2020;Estudio Estadística;;00:41:54;
09/12/2020;Facultad;Practicar ASI;01:11:38;
09/12/2020;Comer;;00:42:31;
10/12/2020;Estudio Estadística;;00:38:50;
10/12/2020;Dormir;;08:45:00;
10/12/2020;Café;;00:20:18;
10/12/2020;Facultad;Practicar ASI;01:51:05;
10/12/2020;Comer,Orden y Limpieza,Café;;01:13:33;
10/12/2020;Facultad;;01:59:05;
10/12/2020;Comer;;00:27:21;
10/12/2020;Facultad;Resumir ASI;01:19:16;
10/12/2020;Estudio Estadística;;00:12:57;
11/12/2020;Comer,Orden y Limpieza;;01:36:22;
11/12/2020;Dormir;;09:15:15;
11/12/2020;Facultad;Resumir ASI;01:11:46;
11/12/2020;Comer;;01:11:23;
11/12/2020;Facultad;Practicar ASI,Resumir ASI;01:54:08;
11/12/2020;Comer;;01:05:06;
11/12/2020;Comer,Vigilancia chacra;;01:03:45;
11/12/2020;Facultad;Resumir ASI;00:37:16;
12/12/2020;Inglés;;00:28:02;
12/12/2020;Dormir;;08:00:00;
12/12/2020;Facultad;Resumir ASI;00:18:00;
12/12/2020;Comer,Café;;00:15:00;
12/12/2020;Facultad;Practicar ASI;01:22:17;
12/12/2020;Comer;;01:12:01;
12/12/2020;Jueguitos;;00:24:01;
12/12/2020;Facultad;Practicar ASI;01:29:53;
12/12/2020;Comer;;00:51:52;
12/12/2020;Facultad;Practicar ASI;01:23:48;
12/12/2020;Comer;;00:53:40;
13/12/2020;Dormir;;09:13:16;
13/12/2020;Facultad;Practicar ASI;01:45:45;
13/12/2020;Jueguitos;;00:45:40;
13/12/2020;Inglés;;00:43:00;
13/12/2020;Comer;;01:33:56;
13/12/2020;Facultad,Inglés;;02:20:21;
13/12/2020;Inglés;;00:36:07;
13/12/2020;Facultad;Practicar ASI;01:01:12;
13/12/2020;Jueguitos;;00:22:47;
14/12/2020;Comer,Orden y Limpieza;;01:50:51;
14/12/2020;Dormir;;08:06:06;
14/12/2020;Comer,Café;;00:31:01;
14/12/2020;Facultad;Resumir ASI;00:39:00;
14/12/2020;Comer;;00:40:00;
14/12/2020;Facultad;Final ASI 2do Intento;02:36:49;
14/12/2020;Inglés;;00:40:00;
14/12/2020;Comer;;00:40:00;
14/12/2020;Inglés;;00:26:56;
14/12/2020;Estudio Estadística;;01:53:30;
14/12/2020;Estudio Estadística;;00:13:22;
14/12/2020;Comer,Orden y Limpieza;;00:45:39;
15/12/2020;Estudio Estadística;;00:17:36;
15/12/2020;Dormir;;07:23:22;
15/12/2020;Estudio Estadística;;01:09:26;
15/12/2020;Comer;;00:27:01;
15/12/2020;Estudio Estadística;;01:48:55;
15/12/2020;Estudio Estadística;;00:22:00;
15/12/2020;Comer;;01:10:00;
15/12/2020;Jueguitos;;00:47:23;
15/12/2020;Estudio Estadistica;;01:45:46;
15/12/2020;Ayuda en chacra;;02:10:29;
15/12/2020;Estudio Estadística;;01:36:45;
16/12/2020;Comer;;01:36:01;
16/12/2020;Dormir;;08:00:00;
16/12/2020;Comer,Café;;00:11:29;
16/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;02:22:17;
16/12/2020;Comer;;00:36:50;
16/12/2020;Jueguitos;;00:30:00;
16/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;02:37:16;
16/12/2020;Ejercicio;;00:50:00;
16/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;03:02:26;
17/12/2020;Comer;;00:58:56;
17/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;00:17:16;
17/12/2020;Jueguitos;;00:12:35;
17/12/2020;Dormir;;08:40:00;
17/12/2020;Desarrollo Portafolio,Inglés;Proyecto TimeAdministrator;02:16:02;
17/12/2020;Baño;;00:20:44;
17/12/2020;Comer;;00:36:12;
17/12/2020;Jueguitos;;00:23:00;
17/12/2020;Poner a punto pc de abajo;;01:09:28;
17/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;01:41:06;
17/12/2020;Ejercicio;;00:57:02;
17/12/2020;Jueguitos;;00:39:06;
17/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;01:42:04;
17/12/2020;Comer,Poner a punto pc de Sarmiento;;01:32:50;
18/12/2020;Dormir;;07:49:12;
18/12/2020;Café,Poner a punto pc de Sarmiento;;00:21:00;
18/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;02:20:58;
18/12/2020;Comer;;00:33:33;
18/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;01:31:05;
18/12/2020;Ejercicio;;01:00:48;
18/12/2020;Comer,Jueguitos;;01:07:25;
18/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;02:06:11;
18/12/2020;Comer;;01:02:33;
19/12/2020;Jueguitos;;00:22:57;
19/12/2020;Socializar;;04:43:25;Micaela Vivier,Micaela E Hijos,Tiziana Vivier,Fausto Vivier
19/12/2020;Dormir;;07:00:00;
19/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;01:12:54;
19/12/2020;Comer;;01:00:00;
19/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;01:36:47;
20/12/2020;Socializar;;11:21:25;Tania Pacheco,Micaela Vivier,Micaela E Hijos,Román Mansilla,Emerson Caperochipe,Julio Mansilla,Talia Vargas,Victor Paz,Maite Oyola,Naiara Jenkins
20/12/2020;Dormir;;06:32:33;
20/12/2020;Comer;;00:46:27;
20/12/2020;Jueguitos;;00:29:52;
20/12/2020;Desarrollo Portafolio,Inglés;Proyecto TimeAdministrator;02:42:00;
20/12/2020;Jueguitos;;00:33:08;
20/12/2020;Ejercicio,Comer;;01:34:14;
20/12/2020;Comer;;02:00:00;
21/12/2020;Jueguitos;;00:13:43;
21/12/2020;Dormir;;09:10:00;
21/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;01:17:01;
21/12/2020;Comer;;00:37:50;
21/12/2020;Jueguitos;;00:42:55;
21/12/2020;Desarrollo portafolio,Inglés;Proyecto TimeAdministrator;02:01:14;
21/12/2020;Ejercicio,Comer,Baño;;01:33:43;
21/12/2020;Desarrollo de portafolio;Proyecto TimeAdministrator;00:41:21;
21/12/2020;Desarrollar Portafolio;Proyecto TimeAdministrator;00:43:39;
22/12/2020;Comer;;01:02:59;
22/12/2020;Desarrollar Portafolio;Proyecto TimeAdministrator;00:12:09;
22/12/2020;Dormir;;08:51:07;
22/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;00:56:28;
22/12/2020;Buscar padre a chacra;;00:32:08;
22/12/2020;Desarrollo Portafolio;Proyecto TimeAdministrator;00:12:00;
22/12/2020;Comer,Orden y Limpieza,Café;;01:07:16;
